code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	origins	origins_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	ingredients_text	traces	traces_tags	serving_size	no_nutriments	additives_n	additives	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	main_category	image_url	image_small_url	energy_100g	proteins_100g	carbohydrates_100g	sugars_100g	starch_100g	polyols_100g	fat_100g	saturated-fat_100g	monoinsaturated-fat_100g	polyinsaturated-fat_100g	omega-3-fat_100g	omega-6-fat_100g	trans-fat_100g	cholesterol_100g	fiber_100g	sodium_100g	alcohol_100g	vitamin-a_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	carbon-footprint_100g																																																																	
26035147	http://fr.openfoodfacts.org/produit/26035147	benjaminzanatta	1364068012	1364075476	Tendre Orange	Biscuit tendre fourré à la marmelade d'orange et nappé au chocolat	300g	carton	carton	Doucelune	doucelune							EMB 320C	emb-320c					sucre	 sirop de glucose-fructose	 jus d'orange à base de jus concentré (11%)	 farine de blé	 pâte de cacao	 oeuf entier (6%)	 graisse végétale	 beurre de cacao	 stabilisant (sirop de sorbitol)	 amidon de blé	 gélifiant (pectine)	 acidifiant (acide citrique)	 émulsifiants (E471	 lécithines de soja)	 poudres à lever (carbonate acide d'ammonium	 carbonate acide de sodium	 citrates de sodium)	 amidon de tapioca	 arôme	 sel.	fruits à coque	lait	fruits-a-coque	lait			8		e420	e440	e330	e471	e322	e503	e500	e331	0			2		huile-vegetale	e471-mono-et-diglycerides-d-acides-gras-alimentaires		http://fr.openfoodfacts.org/images/products/26035147/front.7.400.jpg	http://fr.openfoodfacts.org/images/products/26035147/front.7.200.jpg	1598	3	69	52			10	6							2	0.05																																																																			
20201302	http://fr.openfoodfacts.org/produit/20201302	bettyrage	1353523707	1355326872	Terrine aux St Jacques et à la Laitue de mer	Terrine de poisson	350g	Plastique carton	plastique-carton	ATLANTIC	atlantic	Terrine de St jacques	Terrine	terrine-de-st-jacques	terrine	JAPON	japon			EMB 29026J	emb-29026j		chateaulin-finistere-france	MONTPELLIER FRANCE	LIDL	Poisson	 eau	 huile végétale	 St Jacques* 15%	 épinards	 carottes	 poudre de lait	 laitue de mer 2%	 crème fraîche	 amidon de manioc et de blé	 vin blanc (sulfites)	 arômes	 épaississants (carraghénanes et xanthane)	 sel	 blanc d'oeuf	 conservateur : acétate de sodium	 stabilisants (sorbitol	 E508)	 sucre	 exhausteurs de goût (E621	 E635). Décor : eau	 gélatine alimentaire	 sel	 gélifiant: carraghénanes (stabilisant : E508)	 algues.  Contient : poisson	 mollusques	 lait	 oeufs	 gluten (blé)	 sulfites (&lt	10ppm).  # *Origine des St Jacques : voir la lettre inscrite à coté du numéro de lot : V) Vietnam	 A) Argentine	 U) Usa	 etc...	moutarde	céleri	fruits à coque.	crustacés	moutarde	celeri	fruits-a-coque	crustaces			7		e407	e262	e420	e508	e621	e635	e428	0			1		huile-vegetale	Terrine-de-st-jacques			734	7.7	6.7				13.2																																																										
2029366	http://fr.openfoodfacts.org/produit/2029366	manu1400	1346946434	1362473586	Terrine bretonne	Terrine bretonne	180g	conserve	verre	conserve	verre	Forestine	Lidl	forestine	lidl	terrine	viande	viandes	terrine	Conserverie Stéphan	22202 Guingamp	France	conserverie-stephan	22202-guingamp	france			FR 22.225.001 CE	fr-22-225-001-ce		ploumagoar-cotes-d-armor-france	Eure-et-Loir	France	Lidl	foie de porc	 gorge de porc	 eau	 couenne de porc	 fécule de pomme de terre	 champignons Sylvestres réhydratés 1.5% (bolets	 cèpes	 pleurotes)	 protéines de lait	 sel	 oignons frits rissolés (huile végétale de palme	 huile végétale de colza)	 farine de blé	 sel)	 épices	 aromates (dont moutarde)	 arômes	oeufs	céléri	oeufs	celeri			0			1		huile-de-palme	0			Viandes	http://fr.openfoodfacts.org/images/products/2029366/front.10.400.jpg	http://fr.openfoodfacts.org/images/products/2029366/front.10.200.jpg	1396	14	1.58	0.4			30.39	12.19								0.71																																																																			
5400141098099	http://fr.openfoodfacts.org/produit/5400141098099	openeyes	1340292006	1353474415	Thon à l'huile	Thon à l'huile	95 g	Conserve	Boîte	conserve	boite	South	Colruyt	south	colruyt	Thon	Thon à l'huile	Poissons	produits-de-la-mer	poissons	thons	thon-a-l-huile	Espagne	espagne			ES 12.06648/C CE	es-12-06648-c-ce			Belgique	Colruyt	Thon (Yellowfin)	 huile végétale (tournesol)	 sel					0			0			1		huile-vegetale	Thons	http://fr.openfoodfacts.org/images/products/540/014/109/8099/front.8.400.jpg	http://fr.openfoodfacts.org/images/products/540/014/109/8099/front.8.200.jpg	720	26	0				7.5																																																																																														
80310839	http://fr.openfoodfacts.org/produit/80310839	manu1400	1346967728	1354705780	Tic Tac goûts citron vert & orange	pastilles aromatisées au citron vert et à l'orange	18g	plastique	plastique	Tic Tac	Ferrero	tic-tac	ferrero	Bonbons	confiseries	bonbons									Eure-et-Loir	France		sucre	 maltodextrines	 acidifiant (acide tartrique)	 amidon de riz	 épaississant (gomme arabique)	 arômes	 jus de citron en poudre	 colorants (E160a	 E141	 E100	 E120)	 antioxygène (acide ascorbique)	 agent d'enrobage (cire de carnauba)					7		e414	e160a	e141	e100	e120	e300	e903	0			1		e160a-beta-carotene	Bonbons			1652	0.1	95				0.4																																																																																			
4006040160984	http://fr.openfoodfacts.org/produit/4006040160984	roxane	1353266915	1353271886	Tiger creme	Pâte à tartiner au lait et aux noisettes	250g	Verre	verre	Rapunzel	rapunzel	Pâtes à tartiner	Pâte à tartiner aux noisettes	petit-dejeuner	produits-a-tartiner	produits-a-tartiner-sucres	pates-a-tartiner	pates-a-tartiner-aux-noisettes	Allemagne	allemagne	AB	bio	ab-agriculture-biologique					France	Satoriz	Sucre de canne roux	 noisettes 17%	 graisse de palme non hydrogénée	 huile de tournesol high oleic	 lait écrémé en poudre 12%	 poudre de cacao dégraissée 6%	 vanille Bourbon	Arachides	Amandes	Noix de cajou	noix de macadamia	Sésame	arachides	amandes	noix-de-cajou	noix-de-macadamia	sesame			0			1		huile-de-palme	0			Pâtes à tartiner aux noisettes	http://fr.openfoodfacts.org/images/products/400/604/016/0984/front.4.400.jpg	http://fr.openfoodfacts.org/images/products/400/604/016/0984/front.4.200.jpg	2516	8.3	41				44													0.012															0.203			0.077																																																						
3760049790252	http://fr.openfoodfacts.org/produit/3760049790252	dentdelion	1356509448	1363653008	Toastiligne	Tranches de pain de mie complet	500 g	Plastique	plastique	La Boulangère	la-boulangere	Pains de mie complet	pains	pains-de-mie	pains-de-mie-complet					EMB 85223B	emb-85223b		sainte-hermine-vendee-france	Tarbes	Leclerc	Farine complète de blé	 eau	 farine de blé	 levure	 sel	 gluten de blé	 farine de fèves	 émulsifiants: E471	 E481	 vinaigre d'alcool	 conservateur : propionate de calcium	 agent gélifiant : gomme de guar	 agent de traitement de la farine : acide ascorbique.					5		e471	e481	e282	e412	e300	0			2		e471-mono-et-diglycerides-d-acides-gras-alimentaires	e481-stearoyl-2-lactylate-de-sodium	Pains de mie	http://fr.openfoodfacts.org/images/products/376/004/979/0252/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/376/004/979/0252/front.5.200.jpg	912	9.7	46.8	3.8			1.4	0.58							5.1	0.57																																																																													
3564700542774	http://fr.openfoodfacts.org/produit/3564700542774	nash	1355161468	1355176097	Tokapi Tuiles Gout Crème Oignon	chips	170g	carton	carton	Tokapi	tokapi	chips	aperitif	chips-et-frites	chips									royan	france		Pomme de terre déshydratée 47% (dont conservateur disulfite de sodium)	 huile de palme	 amidons de blé et de pomme de terre	 sirop de glucose	 assaisonnement aromatisé (arôme	 sel	 poudre de yaourt	 poudre d'oignon	 dextrose	 matière grasse laitière	 lactose	 sucre	 exhausteur de goût : E621	 E627	 E631) pour de lait écrémé	 maltodextrine	 épices et aromates)	 huile de colza	 émulsifiant: E471	 sel	moutarde	moutarde	24g		5		e223	e621	e627	e631	e471	1		huile-de-palme	1		e471-mono-et-diglycerides-d-acides-gras-alimentaires	Chips	http://fr.openfoodfacts.org/images/products/356/470/054/2774/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/356/470/054/2774/front.5.200.jpg	2160	5.5	61	4			27	13							3.5	0.56																																																																						
3564700542781	http://fr.openfoodfacts.org/produit/3564700542781	nash	1352832181	1352844604	Tokapi Tuiles Gout fromages	chips	170g	carton	carton	tokapi	marque repère	tokapi	marque-repere	chips	aperitif	chips-et-frites	chips									royan	france	leclerc	Pomme de terre déshydratée 47%	 huile de palme	 amidons de blé et de pomme de terre	 sirop de glucose	 assaisonnement goût fromage (exhausteur de goût : E621	 E635	 dérivé de lactosérum	 fromage fondu en poudre (fromage : sel de fonte : E339	 E452) sel	 chapelure (farine de blé	 sel	 poudre à lever : E503) 	 épice et aromates 	 arômes 	 acidifiants : E270	E296	E327	 lait en poudre riche en matière grasse	 huile de tournesol)	 huile de colza	 émulsifiant : E471	 sel	moutarde	moutarde	24g		9		e621	e635	e339	e452	e503	e270	e296	e327	e471	1		huile-de-palme	1		e471-mono-et-diglycerides-d-acides-gras-alimentaires	Chips	http://fr.openfoodfacts.org/images/products/356/470/054/2781/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/356/470/054/2781/front.5.200.jpg	2150	5	61	5			27	13							3.5	0.49																																																														
3564700542743	http://fr.openfoodfacts.org/produit/3564700542743	mhugo	1339586497	1347614454	Tokapi Tuiles Nature	Chips	170 g	Carton	plastique	carton	plastique	Tokapi	tokapi	biscuits apéritifs	biscuits-aperitifs					EMB 85208A	emb-85208a		saint-denis-la-chevasse-vendee-france	Nantes	France	Leclerc	Pomme de terre deshydratée 49% (dont conservateur : disulfite de sodium)	 huile de palme	 amidons de blé et de pomme de terre	 sirop de glucose	 sel	 huile de colza	 émulsifiant : E471	Lait	moutarde	lait	moutarde	24 g		2		e223	e471	1		huile-de-palme	1		e471-mono-et-diglycerides-d-acides-gras-alimentaires	Biscuits-aperitifs			2130	4.5	60	4.5			27	13							4	0.58																																																																																				
3596710173457	http://fr.openfoodfacts.org/produit/3596710173457	adrien	1341766486	1355326671	Tortellini Ricotta Epinards	Tortellini	300gr	Barquette plastique	barquette-plastique	Auchan	auchan	Pâtes fraîches	Tortellini	pates-alimentaires	pates-fraiches	tortellini	France	france			EMB 73065A	emb-73065a		chambery-savoie-france	France	Metz	Simply Market	Pâte 60% du produit : Semoule de blé dur de qualité supérieurs	 eau	 oeufs frais 10	8% de la pâte (soit 140g/kg de semoule)  Farce 40% du produit : Flocons de pomme de terres déshydratés (pomme de terre	 émulsifiants : mono et diglycérides d'acides gras	 diphosphate de sodium	 antioxydant 	 palmitate d'ascorbyle)	 ricotta 18	1% (sérum de lait	 lait	 crème	 sel	 acidifiants : acide lactique	 acide citrique)	 semoule de blé dur	 épinard 14	4%	 fromage frais	 basilic 4	8%	 huile de tournesol	 persil	 sel	 arôme naturel	 ail.	Céleri	celeri	une assiette 120g		4		e471	e304	e270	e330	1		e304-palmitate-d-ascorbyle	1		e471-mono-et-diglycerides-d-acides-gras-alimentaires	Pâtes fraîches	http://fr.openfoodfacts.org/images/products/359/671/017/3457/front.4.400.jpg	http://fr.openfoodfacts.org/images/products/359/671/017/3457/front.4.200.jpg	1130	9.6	46.3	2.1			4.6	1.4							1.6	0.29																																																																
5412514111229	http://fr.openfoodfacts.org/produit/5412514111229	elia	1351428940	1351462943	Tortilla Bio Chips Chili	Spécialité à base de maïs - arôme chili	125 g	Sachet	Plastique	sachet	plastique	Acapulco	acapulco	Apéritif	chips	aperitif	chips-et-frites	chips	Roeselare	Belgique	roeselare	belgique	Bio	bio					Trignac	France	Hameaux Bio	Farine de maïs (72%)	 huile de palme non hydrogénée	 mélange au chili (4%) (sel	 poivron	 ail	 oignons	 sucre	 coriandre	 chili	 fenugrec	 livèche).	Sésame	sesame	25 g		0			1		huile-de-palme	0			Chips	http://fr.openfoodfacts.org/images/products/541/251/411/1229/front.8.400.jpg	http://fr.openfoodfacts.org/images/products/541/251/411/1229/front.8.200.jpg	2059	6.7	60.3	1.5			24	11							4	0.5																																																																														
3256220066143	http://fr.openfoodfacts.org/produit/3256220066143	andre	1357423687	1358519030	Tortilla Chips	Tortilla Chips	150 g	Sachet plastique	sachet-plastique	U	Cuisines & Découvertes	u	cuisines-decouvertes	Biscuits apéritifs	Chips	Tortilla	aperitif	chips-et-frites	chips	tortilla	biscuits-aperitifs									Muzillac	Super U	Maïs moulu 76 %	 huile de palme	 sel	céréales	gluten	sésame	lait	cereales	gluten	sesame	lait	30g		0			1		huile-de-palme	0			Biscuits-aperitifs	http://fr.openfoodfacts.org/images/products/325/622/006/6143/front.6.400.jpg	http://fr.openfoodfacts.org/images/products/325/622/006/6143/front.6.200.jpg	2039	6.6	61.4	1.5			23	10							4	0.4																																																																																
5412514333348	http://fr.openfoodfacts.org/produit/5412514333348	stephane	1348073843	1351955675	Tortilla Salted	Spécialité salée à base de maïs	200g	sachet	sachet															maïs moulu 74%	 huile végétale	 sel 1%					0			0			1		huile-vegetale		http://fr.openfoodfacts.org/images/products/541/251/433/3348/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/541/251/433/3348/front.5.200.jpg																																																																																																														
3270160304769	http://fr.openfoodfacts.org/produit/3270160304769	stephane	1333897784	1353711093	Tortillas	Chips de maïs	125 g	Boite	Carton	boite	carton	Picard	Cuisine Evasion	picard	cuisine-evasion	Chips	Apéritif	aperitif	chips-et-frites	chips	Belgique	belgique			EMB B8800	emb-b8800					Mais moulu 74%	 huile de palme	 arôme chili 4% (sel	 farine de blé	 chili	 oignon en poudre	 ail en poudre	 arômes (contient : coriandre)).  					0			1		huile-de-palme	0			Chips	http://fr.openfoodfacts.org/images/products/327/016/030/4769/front.4.400.jpg	http://fr.openfoodfacts.org/images/products/327/016/030/4769/front.4.200.jpg	2067	6.7	67				22									0.6																																																																																		
3596710331086	http://fr.openfoodfacts.org/produit/3596710331086	titeariane	1338314147	1344720223	Tortillas de maïs 	Tortillas 	320g 	sous vide	sous-vide	Auchan	auchan	Cuisine du monde	cuisine-du-monde											Farine de blé (31%) 	 eau 	 farine de mais (22 %) 	 stabilisants: glycérol	 carboxyméthylcellulose	 gomme guar 	 huile de colza 	 poudres à lever: diphosphate disodique	 carbonate acide de sodium	 protéines de blé	 sel	 acidifiant : acide malique 	 émulsifiant : mono- et diglycérides d’acides gras	 dextrose de blé 	 conservateurs : sorbate de potassium	 propionate de calcium 			1 tortilla de 40g		9		e422	e466	e412	e450	e500	e296	e471	e202	e282	0			1		e471-mono-et-diglycerides-d-acides-gras-alimentaires	Cuisine-du-monde	http://fr.openfoodfacts.org/images/products/359/671/033/1086/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/359/671/033/1086/front.5.200.jpg	1300	8.2	51.2	1			7.25	1.5							3	0.6																																																																									
3366320910502	http://fr.openfoodfacts.org/produit/3366320910502	manu1400	1341006157	1358543337	Tournolive 100% végétal	Margarine allégée à l'huile d'olive	500 g	Boite	Plastique	boite	plastique	Tournolive	tournolive	Margarine	matieres-grasses	matieres-grasses-vegetales	margarines	Lorraine	Ludres	France	lorraine	ludres	france			EMB 54328	emb-54328		ludres-meurthe-et-moselle-france	Eure-et-Loir		huiles végétales non hydrogénées (60%)	 eau	 émulsifiants végétaux (monoglycérides d'acide gras et diglycérides d'acide gras	 lécithine)	soja	soja	10 g		1		e322	0			1		huile-vegetale	Matières grasses végétales			2259	0	0.1	0.1			60	23							0	0.12				0.014																																																																																	
7648595	http://fr.openfoodfacts.org/produit/07648595	clb	1351462532	1358667096	Tourte à la parisienne	Tourte aux champignons et au jambon	 surgelée	500g	surgelé	surgele	Leader price	leader-price	plats préparés surgelés	plats-prepares	plats-prepares-surgeles	France	france			FR 49.060.001 CE	fr-49-060-001-ce		chace-maine-et-loire-france	Paris	France	Leader Price	Pâte 51% (farine de blé	 margarine végétale (graisses et huiles de palme	 colza	 et coprah	 eau	 sel	 émulsifiant : E471	 correcteur d'acidité : E330	 colorant : bêta carotène)	 eau	 oeufs frais (dorage)	 sel)	 Garniture 49% (champignons de Paris 37% (conservateur : disulfites de sodium)	 eau	 jambon goût fumé	 stabilisants : E450 - E451	 antioxydant : E316	 conservateur : E250)	 crème fraîche 8%	 vin blanc	 huile végétale	 amidon transformé de maïs	 farine de blé	 ciboulette	 jus de citron	 sel	 arômes naturels	 échalotes déshydratées  # pourcentages exprimés sur la garniture	poisson	crustacé	mollusque	céleri	moutarde	poisson	crustace	mollusque	celeri	moutarde	125 g		6		e471	e330	e450	e451	e316	e250	0			3		e471-mono-et-diglycerides-d-acides-gras-alimentaires	e160a-beta-carotene	huile-vegetale	Plats préparés surgelés	http://fr.openfoodfacts.org/images/products/07648595/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/07648595/front.5.200.jpg	947	4.4	22.2	1.1			13.1	6.7							1.2	0.39																																																			
3564700002797	http://fr.openfoodfacts.org/produit/3564700002797	sorcilili	1340033075	1343335033	Tropical Jafaden	Boisson aux fruits sans bulle	2 litres	bouteille plastique	bouteille-plastique	Marque Repère	marque-repere	Boissons	boissons									Niort	France	Leclerc	Eau	 jus de fruits à base de jus concentrés 12% (orange 5	5%	 pomme	 fruits tropicaux 1	2% (ananas	 fruit de la passion 0	09%	 mangue 0	08%))	 sirop de glucose-fructose	 sucre	 acidifiant E330	 arômes	 anti-oxygène E300	 colorant E160aii	 stabilisant : E414	 E445			un verre 20 cl		5		e330	e300	e160a	e414	e445	0			1		e160a-beta-carotene	Boissons			314		19													0.02																																																																										
3324700059753	http://fr.openfoodfacts.org/produit/3324700059753	manu1400	1346575193	1346575684	Tropico saveur exotique	Boisson aux fruits exotiques rafraîchissante sans bulles	50 cl	bouteille plastique	bouteille-plastique	Tropico	tropico	Boissons	boissons					EMB 26174B	emb-26174b		marges-drome-france	Chartres	Eure-et-Loir	France	petit restaurant	eau de source 80%	 jus de fruits à base de concentré 12% (orange 10%	 ananas 2%)	 sucre	 acidifiant : acide citrique	 arôme	 antioxydant : acide ascorbique	 colorant : bêta-carotène	 stabilisant : E445					3		e330	e300	e445	0			1		e160a-beta-carotene	Boissons			206	0.1	11.8				0.1																																																																																													
7622400817410	http://fr.openfoodfacts.org/produit/7622400817410	vilain-mamuth	1360951918	1364405063	Truffé Noir	Chocolat noir fourrage truffe fantaisie	190g	Carton	Aluminium	carton	aluminium	Côte d'Or	Kraft Foods	cote-d-or	kraft-foods	Tablettes de chocolat	Chocolats noirs	confiseries	chocolats	chocolats-noirs	tablettes-de-chocolat	Belgique	belgique							France	Intermarché	Sucre	 pâte de cacao	 graisse végétale	 beurre de cacao	 beurre concentré	 poudre de lait entier	 cacao en poudre fortement dégraissé	 lactosérum en poudre	 emulsifiant (lécithine de soja)	 arômes   	Lait	Soja	Fruits à coque	lait	soja	fruits-a-coque	25g		1		e322	0			1		huile-vegetale	Tablettes de chocolat	http://fr.openfoodfacts.org/images/products/762/240/081/7410/front.7.400.jpg	http://fr.openfoodfacts.org/images/products/762/240/081/7410/front.7.200.jpg	2445	4.8	46.5	44.5			41	23							6.1	0.02																																																																											
5410041143508	http://fr.openfoodfacts.org/produit/5410041143508	clb	1350933014	1351014232	Tuc goût bacon LU	gateau apéritif	100g	plastique	plastique	kraft foods	kraft-foods	crackers goût bacon	crackers-gout-bacon	belgique	belgique			DHT1420413-A	dht1420413-a			paris	France		Farine de blé73%	 matière grasse végétale	 sirop de glucose	 extrait de malt d'orge	 poudre à lever (carbonate acide d'ammonium	 carbonate acide de sodium)	 oeuf	 sel 2	2%	 exhausteur de goût (glutamate monosodique	 inosinate disodique	 guanylate disodique)	 arôme(contient du lait	 arôme de fumée	 arôme de bacon)	 agent de traitement de la farine (sulfite de sodium)	émulsifiant (lécitine de soja)	extrait de bois de santal	contient	Blé	Gluten	Oeuf	Soja	Lait	Sulfite traces de  sésame	contient	ble	gluten	oeuf	soja	lait	sulfite-traces-de-sesame			6		e503	e500	e621	e631	e627	e221	0			1		huile-vegetale	Crackers-gout-bacon	http://fr.openfoodfacts.org/images/products/541/004/114/3508/front.4.400.jpg	http://fr.openfoodfacts.org/images/products/541/004/114/3508/front.4.200.jpg	490	8.1	63				22																																																																						
3256221498462	http://fr.openfoodfacts.org/produit/3256221498462	stf-la	1360430928	1360505937	Tuiles goût Salé	Tuiles à base de pomme de terre goût salé	170 g	Carton	carton	U	u	Chips	aperitif	chips-et-frites	chips					J341	j341			Boufféré	France	Super U	Pomme de terre déshydratée 49% (dont émulsifiant : mono et diglycérides d'acides gras (huile de palme) et acidifiant : acide citrique)	 matière grasse végétale de palme (dont acidifiant : acide citrique)	 amidons (blé et pomme de terre)	 sirop de glucose de blé	 sel 1	5%	 émulsifiant : mono et diglycérides d'acide gras (huile de palme et de colza)	 sulfites	lait	moutarde	lait	moutarde			2		e471	e330	1		huile-de-palme	1		e471-mono-et-diglycerides-d-acides-gras-alimentaires	Chips	http://fr.openfoodfacts.org/images/products/325/622/149/8462/front.8.400.jpg	http://fr.openfoodfacts.org/images/products/325/622/149/8462/front.8.200.jpg	2126	4.4	60	4.5			27	12.8							4	0.58																																																																																			
3257983217124	http://fr.openfoodfacts.org/produit/3257983217124	stephane	1335549030	1353474179	Tuiles goût paprika	Tuiles à base de pomme de terre goût paprika	170 g	Boite	Carton	boite	carton	Cora	cora	Biscuits apéritifs	biscuits-aperitifs					EMB 85208A	emb-85208a		saint-denis-la-chevasse-vendee-france			Pomme de terre déshydratée 47% - matière grasse végétale de palme (dont acidifiant : E330) — amidons de blé et de pomme de terre — sirop de glucose - assaisonnement aromatisé (sel - chapelure [farine de blé - sel - poudre à lever : E503] - dextrose - exhausteurs de goût : E621	 E627	 E631 - poudre d’oignon - arôme [dont lait] — épices [paprika et poivre blanc] - poudre d’ail — poudre de tomate — extrait de levure- acidifiant : E330 - extraits de paprika et de romarin [huile de tournesol] - arôme de fumée) - huile de colza - émulsifiant : E471 - sel	Moutarde	moutarde	25 g		6		e330	e503	e621	e627	e631	e471	0			2		huile-vegetale	e471-mono-et-diglycerides-d-acides-gras-alimentaires	Biscuits-aperitifs	http://fr.openfoodfacts.org/images/products/325/798/321/7124/front.8.400.jpg	http://fr.openfoodfacts.org/images/products/325/798/321/7124/front.8.200.jpg	2154	4.8	60	3.5			27.6	12.8							3.9	0.64																																																																																						
8410317951315	http://fr.openfoodfacts.org/produit/8410317951315	hachis	1364069109	1364123333	Turron de Jijona	Nougat	300 g	Carton	Plastique	carton	plastique	Auchan	auchan	Nougat	confiseries	confiseries-de-france	nougats			Indicacion Geografica Protegida	Sin Gluten	Sans Gluten	indicacion-geografica-protegida	sin-gluten	sans-gluten					Barcelone	Espagne	Auchan	Alcampo	Amandes (67%)	 miel (12%)	 sucre	 sirop de glucose	 blanc d'œuf	 émulsifiant: mono et di-glycérides d'acides gras.	Fruits à coque	Soja	fruits-a-coque	soja	25 g		1		e471	0			1		e471-mono-et-diglycerides-d-acides-gras-alimentaires	Confiseries	http://fr.openfoodfacts.org/images/products/841/031/795/1315/front.6.400.jpg	http://fr.openfoodfacts.org/images/products/841/031/795/1315/front.6.200.jpg	2356	19	42	37			35	2.5							3	0.022																																																																															
3268350000126	http://fr.openfoodfacts.org/produit/3268350000126	migmoug	1337439659	1341172222	Twibio	Biscuits fourrés à la fraise	150g	boîte carton	6 sachets individuels	boite-carton	6-sachets-individuels	Le moulin du Pivert	le-moulin-du-pivert	Epicerie	biscuits	goûters	epicerie	biscuits	gouters			Bio	ecocert f-32600	Ecocert	bio	ecocert-f-32600	ecocert							farine de blé T65	 purée de pomme	 sucre de canne	 huile de palme	 sirop de blé	 fraise 9%	 arôme naturel bio de fraise	 rapadura	 poudre à lever : bicarbonate de sodium	 cannelle	 jus de citron	 poudre de gousses de vanille	 pectine	lait	fruits à coques	gluten	sésame	lait	fruits-a-coques	gluten	sesame			1		e440	1		huile-de-palme	0			Biscuits	http://fr.openfoodfacts.org/images/products/326/835/000/0126/front.7.400.jpg	http://fr.openfoodfacts.org/images/products/326/835/000/0126/front.7.200.jpg	1636	3.7	74.2				8.5																																																																													
3168930006183	http://fr.openfoodfacts.org/produit/3168930006183	openeyes	1349632397	1362405550	Twinuts goût tomate	cacahuètes enrobées	150 g	Sachet plastifié	sous atmosphère protectrice	sachet-plastifie	sous-atmosphere-protectrice	Bénenuts	PepsiCo	benenuts	pepsico	Cacahuète enrobées	cacahuètes	cacahuetes	cacahuete-enrobees					B 381.511.039	b-381-511-039			Valenciennes	France	Auchan	Cacahuètes (42%)	 biscuit aromatisé [farine de riz	 huile végétale	 amidon (maïs et blé)	 amidon modifié	 sucre	 base aromatisante tomate (sucre	 lactosérum (lait)	 poudre de tomate	 épices (paprika	 oignon	 ail en poudre)	 régulateurs d'acidité (diacétate de sodium	 acide citrique	 acide malique)	 farine de blé	 arômes (dont blé	 céleri)	 extrait de levure (dont orge)	 colorant (extrait de paprika))	 sel].			30 g		4		e262	e330	e296	e160c	0			1		huile-vegetale	Cacahuetes	http://fr.openfoodfacts.org/images/products/316/893/000/6183/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/316/893/000/6183/front.5.200.jpg	2230	13	45	7.5			33	8.5							3	0.9																																																																		
3256220210478	http://fr.openfoodfacts.org/produit/3256220210478	seb92	1341135686	1343333538	U Cookies Pépites de chocolat et Noix de Coco	Cookies aux pépites de chocolat et à la noix de coco	200 g	carton	plastique	carton	plastique	U	u	Cookies	biscuits	cookies											  Farine de blé	 sucre	 pépites de chocolat 16% (sucre	 pâte de cacao	 beurre de cacao	 cacao maigre en poudre	 émulsifiant : lécithine de soja	 arôme)	 noix de coco 14%	 huile de palme	 œufs en poudre	 poudres à lever : carbonate   d’ammonium - carbonate acide de sodium	   arôme	 sel	 lait écrémé en poudre.  	arachide	fruits à coque	sésame	arachide	fruits-a-coque	sesame	1 biscuit 16.7 g		3		e322	e503	e500	1		huile-de-palme	0			Cookies	http://fr.openfoodfacts.org/images/products/325/622/021/0478/front.4.400.jpg	http://fr.openfoodfacts.org/images/products/325/622/021/0478/front.4.200.jpg	2190	7.19	59.9				28.1																																																																																		
3245412567216	http://fr.openfoodfacts.org/produit/3245412567216	andre	1361963600	1363061361	Ultra Moelleux	Pain complet en tranches	550g	Papier cellophane	papier-cellophane	Carrefour	carrefour	Pain	Pain de mie tranché	pains	pain-de-mie-tranche	France	france			EMB 58079A	emb-58079a		clamecy-nievre-france	Le Plessis Robinson	Carrefour	Pain de mie complet tranché :  Farien complete de blé 63%	 eau	 sucre	 levure	 huile de colza	 sel	 gluten de blé ou maïs	 conservateur : propionate de calcium	 émulsifiant : mono et diglycérides d'acides gras (colza	 tournesol)	 farire de blé	 agent de traitement de la farine : acide ascorbique.	lait	oeufs	soja	sésame	lait	oeufs	soja	sesame	2 tranches 79g		3		e282	e471	e300	0			1		e471-mono-et-diglycerides-d-acides-gras-alimentaires	Pains	http://fr.openfoodfacts.org/images/products/324/541/256/7216/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/324/541/256/7216/front.5.200.jpg	1043	8	44	5			3	0.9							6	0.45																																																																											
